species,age_weeks,mean_water_temp_C,daily_feed_ration_g,length_cm,weight_g
Siberian sturgeon,46,18.338647385600897,22.649126573170026,32.166057387443615,1109.602443592656
Rainbow trout,23,15.521733457618556,10.133856775881043,24.45773737689762,474.04863197501874
Siberian sturgeon,69,18.704011465080907,40.6321629731652,36.784448868392175,1825.2436084059123
Siberian sturgeon,17,17.574835195609065,8.579071556030689,19.147038650654213,296.90373151101426
Rainbow trout,27,16.79538541439971,12.736809244937518,24.476193877796327,468.2242834946445
Rainbow trout,31,18.644096016100562,16.431987136102443,28.526504557322976,605.9844445930368
Siberian sturgeon,21,15.888620760868442,6.477872688716691,21.59342320409871,324.6255891302375
Siberian sturgeon,78,17.888982083870495,45.71556751093713,38.05491377277217,2186.2383990242342
Siberian sturgeon,72,16.17744952851347,46.71323357438393,39.1677084704013,1969.265245411265
Rainbow trout,33,19.273386373456294,15.429709674382824,28.106518339418006,697.4473021791607
Rainbow trout,40,15.845269607469326,18.73123238702891,28.2399779123747,841.7954158373454
Siberian sturgeon,44,16.77971377836556,18.923465714476343,31.466148876109603,958.6844226965978
Siberian sturgeon,55,16.54135213050183,25.347357814998876,34.53522768716985,1402.7318905036834
Siberian sturgeon,35,17.733111298913443,12.833862378276333,29.103812399799608,814.8033036544663
Siberian sturgeon,58,17.355632946169948,32.49900626461721,35.92771801510866,1474.3383006801675
Rainbow trout,14,15.392784745839029,6.303340230710632,16.735306437281974,177.78843052939482
Rainbow trout,68,17.03798838254895,44.71640756432666,37.73870286238696,1687.3196750129805
Rainbow trout,51,20.507096591563943,27.16532477645077,33.0021860614305,1213.0954428386092
Siberian sturgeon,18,17.119433690622916,3.0710404015817994,17.69687453732782,220.4561406430118
Rainbow trout,38,16.349433076126424,21.57010031247313,26.641106760386858,778.820911744282
Siberian sturgeon,59,18.152091354007997,31.64835688960397,34.187039903971076,1526.7482596503396
Rainbow trout,32,18.523803087025883,11.467927871860319,29.358827346544548,693.9018147195055
Rainbow trout,79,15.059560064263781,46.50443337858633,38.149682448774314,2000.3106556504217
Rainbow trout,43,13.854078084247497,22.6651440169048,30.731297869404532,914.6436807950655
Siberian sturgeon,14,15.438490880377493,4.992204424340876,18.325744892432322,238.84257284651056
Siberian sturgeon,24,18.68510826368299,6.85350902529939,22.873478469516826,428.80644960580133
Rainbow trout,38,20.291039752047514,12.294663814421417,26.905713380807352,803.8975417638852
Siberian sturgeon,59,15.086138913964675,30.237730828487027,36.08247017888088,1479.7093979815431
Rainbow trout,53,15.553964663695552,27.54275321798414,33.06338391512051,1253.969451853961
Siberian sturgeon,42,16.31242283010291,20.92101036663305,31.851811245459558,952.1423341142196
Rainbow trout,11,18.90036590344435,7.751372762412537,18.424772719964466,203.75249326354876
Siberian sturgeon,20,13.600147208356884,10.845130349022476,22.851362992332696,402.6815343383742
Siberian sturgeon,26,15.325311029849251,11.26871574668015,24.70763497989133,496.1283967725174
Siberian sturgeon,29,14.419046799403752,10.294179571865023,26.48610193493706,606.2429924652766
Siberian sturgeon,18,15.393019294837812,3.8334235198344975,19.899128612445335,295.13682145064615
Siberian sturgeon,70,16.79580555437459,43.39206547812566,38.91475485789971,1954.6268786126996
Rainbow trout,36,17.30885974793946,21.20983902725305,26.83607076265304,790.2491534437399
Siberian sturgeon,10,12.955467522516436,1.0,15.618664664773174,130.8902022287091
Siberian sturgeon,9,13.231020537001708,4.059671587731781,16.753612344543853,146.30719066737066
Siberian sturgeon,60,18.601526033888465,32.337851922266054,33.23015484694529,1473.033464879202
Rainbow trout,69,16.955067592603587,42.96981376501905,37.17966477991335,1778.294212199085
Rainbow trout,28,16.76671470687222,12.781559324434202,25.721492732755483,578.6007160914203
Siberian sturgeon,8,18.119931379774247,2.292760928064459,13.842824056389023,100.21846186610428
Siberian sturgeon,74,19.37271172617629,52.56588099019537,39.77392850999462,2162.8666371951786
Rainbow trout,63,16.13058430744515,34.46970885428689,34.637989030509786,1513.4630525617672
Rainbow trout,12,16.766840330167593,1.8771325410380824,13.867638689355456,122.01981003990485
Siberian sturgeon,25,18.47178128410287,8.615731130424077,24.529519258071133,465.9887432210539
Rainbow trout,39,20.528095623063034,23.216447914889677,29.68600549588369,904.1460017502826
Rainbow trout,26,16.902969153671503,7.460039163303343,25.187883692020826,531.5408885332238
Rainbow trout,44,19.046709270917134,20.503205684559788,30.76384844070569,1000.5404892539934
Siberian sturgeon,68,13.590204371051561,40.43637229877587,38.41689932539793,1931.552161973521
Siberian sturgeon,74,19.578436634990446,46.57646559254605,37.37606013354891,2046.3837299219228
Rainbow trout,25,18.52542151445945,20.563259563763197,23.245392995449,493.94328042721503
Siberian sturgeon,8,17.630625302506715,2.180541659656364,14.442821339365134,116.49634453162864
Siberian sturgeon,14,16.06172769972513,5.214096799377587,18.231905437184764,195.39993602014056
Siberian sturgeon,37,14.70617315762884,23.456309464619572,29.6064874612288,896.3243545649785
Rainbow trout,62,19.91745788864786,27.795981021482,33.48529392746903,1459.8265224216743
Rainbow trout,51,17.386663067122438,33.415082575107256,32.219026154099325,1250.2781780460898
Siberian sturgeon,41,15.469545308334736,22.45342359485569,30.719099461783408,960.6194452058959
Siberian sturgeon,45,20.380430878132678,20.795866646382596,31.07237842351608,1102.2209573182959
Rainbow trout,77,16.596093384034763,48.263313579897215,38.608439161470535,2023.1740756725408
Rainbow trout,55,17.477886164417114,29.74820874055653,33.10507225545475,1310.511726683782
Rainbow trout,24,20.143408166852538,6.484283720126435,22.973718424179413,442.17197643715184
Siberian sturgeon,27,18.401869929500087,11.10362207165929,22.676528647682833,489.41185621435915
Siberian sturgeon,31,13.041770314897619,17.778319473370978,25.21892400047421,638.6407650992887
Rainbow trout,24,17.7615269106206,9.460434634523148,22.61506897226067,450.33718283677115
Rainbow trout,23,20.591691829971367,9.707732710302874,22.789644105828586,440.3491042265193
Siberian sturgeon,40,16.245226407544454,17.39304433137754,28.44187404470224,861.5159417715798
Siberian sturgeon,61,18.566378311076424,32.86554806961085,34.75213675571183,1613.9313937616903
Rainbow trout,12,14.412097972994431,7.039726858494003,19.111674236488426,240.52783155139588
Siberian sturgeon,73,15.076885404929971,40.255636904681424,38.728493723121765,2012.4047028023454
Rainbow trout,36,12.460512196996048,16.49435176652456,28.54028643317985,721.9791476427473
Siberian sturgeon,10,21.568022007364387,1.0,13.992177458274345,111.05994414352257
Rainbow trout,47,20.619448195107076,24.12300863215023,28.468163712243406,1005.8260832226492
Rainbow trout,8,17.52489929928138,2.931343761690309,14.696546710802107,134.77195165143047
Rainbow trout,49,18.570374431490187,24.438773614569723,29.847074316876743,1076.9253728381207
Siberian sturgeon,36,13.185918039454009,17.402908113543507,28.06437044908816,796.6136516733526
Siberian sturgeon,37,17.246812246208037,19.925630083635482,29.801728654572862,795.5787981996892
Rainbow trout,16,15.652321855048871,8.17189042052659,20.98236890830302,315.177890458597
Siberian sturgeon,23,17.95596778113814,8.040891502076818,21.389939570177756,342.4190776300829
Rainbow trout,21,15.531346610957174,9.767772655688232,21.50981457173028,391.85997576181586
Siberian sturgeon,42,21.77865731121248,24.385645938142943,29.877225245092017,972.2874099004127
Siberian sturgeon,17,17.367067423944608,2.580521104039536,21.57485969860864,294.9906982998102
Rainbow trout,27,16.10167867900247,12.244157310341233,25.346545770784868,520.4509478070213
Rainbow trout,70,17.790158367888804,42.285871470239975,36.618683206064205,1771.526950312931
Siberian sturgeon,39,15.365679458121763,20.661225534443894,28.70415152495394,861.0426091525599
Rainbow trout,46,18.19804322692224,23.43916292281765,30.810949534480592,1059.7513910659509
Siberian sturgeon,27,17.836716170430446,11.816959271215204,25.051508645184633,588.1098088021274
Siberian sturgeon,69,14.709894300961661,43.51154151109345,36.996044396048724,1852.2215796187745
Siberian sturgeon,14,16.51791504176677,1.0,18.61650910659693,254.5165042902469
Rainbow trout,54,15.621489515400404,28.309175675957963,32.30847132541349,1255.1540488599317
Rainbow trout,41,18.198700752365447,18.786260221564977,27.780820867622282,851.1217958083837
Siberian sturgeon,57,21.86402364435562,29.656002499432976,35.37778887942083,1447.2621518269584
Siberian sturgeon,20,16.106867620145294,9.526074263481547,21.770363656037244,312.78587058396755
Rainbow trout,20,17.90758771961048,6.72606779539851,20.655027158993942,294.11146056600694
Siberian sturgeon,29,18.07819909365657,15.881737588658993,24.984309151413896,573.3256634575929
Siberian sturgeon,62,19.93390221392907,38.598821738409924,34.671313846177675,1616.7309439324354
Siberian sturgeon,53,14.384675723183257,31.842653930762157,34.061611678978196,1368.6233192660964
Rainbow trout,45,17.773386555566443,22.462404235652112,30.89326682762897,1028.7727267261553
Rainbow trout,64,18.59450494069245,29.673611781726436,33.83064932151501,1546.0377006507606
Rainbow trout,26,20.0938167832622,15.066777115722008,23.741105432051768,500.1160847007708
Siberian sturgeon,50,13.648733640525093,31.838248867569565,32.239063917407826,1234.8564531788763
Siberian sturgeon,21,16.37457714800409,3.3985952025940143,19.32973130779094,267.46287825883957
Siberian sturgeon,25,17.242688932114405,13.79061510552921,23.43950302272977,563.6899826429055
Rainbow trout,26,18.29720041886604,8.873229366855021,23.45445397374373,471.9681284709478
Siberian sturgeon,12,18.055299326026176,8.853118545031169,16.907985371010565,239.1497877337814
Siberian sturgeon,23,17.23457854372189,10.0046140720919,22.74940446937562,443.67937081702803
Siberian sturgeon,9,15.199716407996933,2.7032893484144562,17.33608676345501,217.6515824521407
Rainbow trout,30,17.474596192284547,10.834304144128927,26.343395245915794,629.4287105723945
Rainbow trout,10,16.326580503026083,5.352963962872979,16.886095251211156,162.01508411131857
Rainbow trout,51,15.78334527472185,27.331628723044215,31.786381253533918,1131.2901019459637
Siberian sturgeon,47,14.612962050841613,27.15689633865498,30.91539579630971,1140.0632104103966
Rainbow trout,20,18.39348522851059,8.157664964967193,22.986888705294607,413.89803094529293
Siberian sturgeon,22,14.564832938923296,16.219946537536426,22.132313100874594,374.83417680616833
Rainbow trout,44,15.537657401617325,21.52195896604424,28.62366307717903,940.7178720024326
Siberian sturgeon,44,14.952828923487315,18.573738690124934,29.84943283843559,980.0143201384088
Siberian sturgeon,57,17.757297224167708,26.113587886179307,34.15018351706088,1435.2207198188646
Siberian sturgeon,40,14.291390234659161,21.673366370823164,28.754051338663903,910.0080044415006
Siberian sturgeon,67,16.240971856801426,37.55574744742792,35.97148041675976,1811.8383302425327
Siberian sturgeon,79,21.843594630747095,49.83861922117422,40.0448571203162,2309.6667241866903
Siberian sturgeon,37,17.062218986739804,12.487983469798712,30.52168908033703,900.9007870628383
Rainbow trout,63,15.515861802013918,33.90363983591489,37.079902411185394,1466.3973119028542
Rainbow trout,42,19.305355935689775,18.97928429370612,28.160299065139814,774.9927317901554
Siberian sturgeon,24,18.722558208045516,12.270709910530671,22.956403194139487,437.3668435008623
Rainbow trout,45,18.507344165531237,21.132459411741305,30.94065240780891,1047.7136241031662
Siberian sturgeon,59,19.622895367843178,38.01370104426752,34.06215637914607,1575.8960184774796
Siberian sturgeon,72,16.978361473135543,42.217673791977695,36.764226301350284,2005.3675313925262
Siberian sturgeon,8,16.990389291272525,1.0,9.28497003508095,50.666953722458295
Rainbow trout,21,18.906184218356767,9.70375807300607,22.89843991540672,352.6442437024321
Siberian sturgeon,19,16.416689111369493,8.300559961705348,21.060612896965182,364.36335263683037
Siberian sturgeon,48,12.42130441757886,25.305052730454886,32.58898287292586,1249.0286298313588
Rainbow trout,26,16.973479172507712,10.161087496877139,22.479289068926906,478.69525405310145
Rainbow trout,46,13.14257772970805,19.099315465214953,29.133120847223772,974.5608161729334
Rainbow trout,79,15.746844562586329,42.01159831849379,38.00823081302129,1962.471936977125
Siberian sturgeon,55,15.456589320502603,32.14249571316561,34.767379925545534,1362.5797198802659
Rainbow trout,14,16.02934399007025,7.583360634852937,17.461488748159766,226.1575181929475
Siberian sturgeon,73,14.431066147646689,45.27328233482193,38.34948587922225,2043.6928660780884
Rainbow trout,30,18.358814414706845,7.847011690481904,24.70582139330596,569.0716019133738
Siberian sturgeon,62,23.08148387067265,37.78385727563793,36.23172766720319,1663.060776817981
Rainbow trout,19,18.909390606993703,7.716272929460645,17.41422822892019,302.83865442941016
Rainbow trout,17,16.636017526059796,9.402798808162125,21.45769312698741,343.3752691058718
Rainbow trout,61,16.389790995923278,28.827210941370954,33.85701424582162,1428.639709190696
Siberian sturgeon,53,18.01347645057683,28.633438787930544,34.05247998055112,1391.418934004283
Siberian sturgeon,64,19.85148784521314,35.78867351919243,35.76189132924889,1731.0797716255142
Rainbow trout,12,16.765100593804796,3.460042750696564,17.53959663667834,162.88662138442882
Rainbow trout,68,16.521724408093913,41.801092764178115,36.224269973931165,1710.0750041749307
Siberian sturgeon,52,20.170490372161836,27.31799807422052,34.21120888719191,1377.2119612054382
Siberian sturgeon,75,20.330877692492567,46.55472636178434,40.08878824100709,2030.072831974861
Rainbow trout,16,17.464624673095937,6.07236708874125,18.880918967706343,242.45210358706524
Rainbow trout,29,15.176623255511638,13.164653456387942,26.01336619017195,543.0233633606048
Rainbow trout,73,14.919172243425475,39.34581108994135,37.355855726151425,1848.1738063699734
Rainbow trout,34,15.744198948903282,13.910411285488388,26.83211566915823,659.0793675880661
Rainbow trout,18,17.284804946181342,6.355433147836249,20.41703158221144,282.7779933647654
Siberian sturgeon,15,19.628458886613124,5.3872265077614525,19.669400009378553,251.99000974890043
Siberian sturgeon,29,18.34125893777332,16.01828646459923,26.634085675730546,671.9435173893521
Siberian sturgeon,67,18.218288831996457,38.983994220087304,35.07607399697631,1771.651887829622
Rainbow trout,60,15.622077730567465,30.6728266876692,34.27193881245215,1368.737490794388
Siberian sturgeon,13,22.313425649259173,1.8223945310772494,17.755518543743953,170.62161196340432
Rainbow trout,56,19.90761795421612,34.00090236805113,31.106868332744767,1353.4954911047664
Rainbow trout,32,15.566432292835515,12.744569563314109,25.70361499222942,691.6889963074885
Rainbow trout,43,14.327066676633658,20.817189361224568,28.745765555881054,921.6726482363428
Siberian sturgeon,28,18.16090041029919,11.982558191787811,25.660367710938058,519.8450622099043
Rainbow trout,59,16.19500700132368,30.547098449257525,32.06874447381632,1345.5587105037562
Rainbow trout,22,18.78951234983203,11.46189230561048,22.211000082084727,425.4564876101222
Siberian sturgeon,26,18.878488691510817,15.365630616706628,24.292285659934688,538.6988188244125
Rainbow trout,68,15.485167701003968,32.65100346758982,35.508846690391984,1578.2324533863623
Siberian sturgeon,10,20.27983381272604,1.0,15.766278758190948,129.7701828134385
Siberian sturgeon,11,18.641011175852732,8.289733042486311,19.01593525182921,248.46147160506143
Siberian sturgeon,62,17.64930802181389,33.62151825665001,35.86239647256937,1599.8076019575985
Rainbow trout,17,14.663950789993319,5.7877995627977015,19.853973481995105,304.832460148798
Siberian sturgeon,34,18.14777340677989,22.976737415623674,29.212319116303842,813.5202113223304
Rainbow trout,72,20.472542393245096,34.30653640072819,37.504708460082895,1805.9211213594106
Rainbow trout,22,19.682981013832283,10.728944117284879,22.395500339684038,343.60444208841113
Siberian sturgeon,16,17.395928775253434,3.050071406001199,18.972125131547525,242.20180334949512
Siberian sturgeon,60,16.03675440941702,29.67690430668732,36.110313181374195,1595.2085045438812
Siberian sturgeon,75,14.563738235686657,46.497151478611926,38.71615873849218,2039.2482148477136
Rainbow trout,72,14.628533879194695,40.93762812120253,38.40889212916866,1879.8839216955782
Rainbow trout,46,18.1017452027719,27.143147088303955,30.79918119053851,982.2431328746669
Rainbow trout,13,18.098592098152405,3.4514814252777035,16.449885178474872,168.96191513780946
Rainbow trout,70,16.026303031081863,37.36588929417859,35.502206717930264,1648.8471997221582
Siberian sturgeon,63,19.158846069549664,34.5488815963543,36.39895201964757,1679.9991121611877
Siberian sturgeon,13,15.349099306703542,5.379382361674668,18.327855637931762,206.58980937477742
Siberian sturgeon,16,12.727162453737938,10.190818758516716,21.655836938701864,313.6466425286072
Siberian sturgeon,29,16.870993890609437,13.331703525767736,23.772773384408303,551.5822702016045
Siberian sturgeon,8,18.360901841464734,1.4025553968632303,17.168222143938536,179.0483264392183
Siberian sturgeon,44,14.400910280341977,20.262737996664555,30.923136399776897,1057.2037357969975
Siberian sturgeon,16,16.82720291564387,9.204072601947335,21.164864125473393,269.4130138652226
Rainbow trout,72,17.580872978476094,41.118678140972555,36.10243146876245,1774.9922795903199
Rainbow trout,13,13.134423456237759,10.006340994694304,16.04114889926805,162.8198759208131
Siberian sturgeon,23,15.986394440254752,6.421748260889463,21.89951485016622,406.8198956455562
Siberian sturgeon,20,16.649358973143396,3.6968049881511136,20.455757319074948,349.0323075249775
Siberian sturgeon,44,16.064241626617807,26.85444603166585,30.0261937882059,957.0003073064237
Siberian sturgeon,46,16.46129293795698,26.73304399002451,31.89209436703885,1121.0337348864268
Rainbow trout,60,18.045353694262996,28.018033860364266,33.85351890020993,1478.8779200456513
Rainbow trout,60,22.364107122261824,26.571264574776716,35.1365882243832,1440.8599034586132
Siberian sturgeon,16,19.347195907072397,4.15283211302455,19.454775254182678,242.10029492008863
Siberian sturgeon,52,15.571500753986983,32.000930248872095,33.21028448812064,1307.2198272925827
Siberian sturgeon,76,15.268795061852162,45.16362342184221,37.543616582338636,2139.472334072376
Siberian sturgeon,26,19.315220953544134,8.077439454678881,23.427918528562124,426.17518548473976
Siberian sturgeon,20,15.735256832316155,4.013323585552811,20.46112192509336,341.2556120714869
Rainbow trout,10,17.5166113086743,4.136542945829438,17.497767396685216,212.1053569843737
Rainbow trout,37,17.609510663231294,19.202772125472748,28.102681898159393,850.7916962580887
Siberian sturgeon,62,19.59067041963005,36.548237402859115,33.18835829833684,1612.6443635267583
Rainbow trout,45,16.00835068795809,18.479152771494952,31.51629934646079,994.3561607981071
Rainbow trout,34,18.670820219560767,16.387499480403076,26.893248265807973,689.123440242277
Siberian sturgeon,74,16.65670095076111,51.23055783387417,37.76074185446249,1997.7192712254255
Rainbow trout,22,18.857424203004598,9.681660713436905,23.720173684534284,421.5972862712245
Rainbow trout,78,16.87129841835322,49.74592540063417,36.40395734124765,1979.0118796650952
Rainbow trout,40,19.947014327342135,18.596256599397535,27.9476170645999,828.0305144788631
Rainbow trout,66,14.349332627440772,34.87341660168622,34.785021032487755,1605.9306953991593
Siberian sturgeon,18,12.682695720322688,7.1895370155276686,20.31013787141775,344.18417619939356
Rainbow trout,49,15.78025172694544,26.93531424082331,31.944507543300666,1130.1533731992047
Siberian sturgeon,26,16.411423205438947,9.873213253186687,22.248202834237645,459.12216855395775
Siberian sturgeon,19,16.566656806894077,14.698045568112288,20.789284818956475,325.0930583389116
Siberian sturgeon,71,15.748277045796863,45.58548710977958,36.54057278234959,1957.5406731915216
Rainbow trout,63,18.77884683633218,28.402344522308358,35.60543063424895,1502.2614906148465
Siberian sturgeon,18,20.256618097354536,7.486908607054619,21.5009984271337,299.4139375595925
Siberian sturgeon,59,21.81026774693331,30.96469703477573,34.6548486781872,1527.8311387436895
Siberian sturgeon,77,17.624760868193896,44.59867584939066,37.69040345020105,2257.470162685065
Siberian sturgeon,10,16.608524973600943,3.2966310681227817,17.037907851242945,155.63363170944072
Siberian sturgeon,13,15.0576520895912,6.740722012701822,19.453605900905846,263.7540409219579
Siberian sturgeon,53,16.582310541831596,31.339118999688473,31.807796861329507,1336.7197633691896
Rainbow trout,14,19.08949172720263,6.588568599373787,19.24635695228647,301.3780491083973
Rainbow trout,43,10.989761325525972,18.884361050037832,30.103144808737838,916.8795424275179
Siberian sturgeon,26,17.514775168998426,10.714890491002839,23.36214609793119,418.67510355293996
Siberian sturgeon,71,17.27027963724641,43.52732124086463,39.496309390446285,2066.558038058802
Rainbow trout,25,17.130268377271197,8.45187788637283,21.26918878256832,404.9191790375502
Rainbow trout,78,15.642671532714003,38.84680425298113,36.19938756202107,1874.4372093181225
Rainbow trout,21,15.00358770287072,7.6630450253370945,21.94858622939149,356.47428843572993
Siberian sturgeon,67,17.603572596439083,38.039445371674574,37.074694874674464,1740.992484092469
Siberian sturgeon,29,15.651259551218244,15.891902608427644,25.116784774250622,599.4114894104777
Rainbow trout,42,16.666426790865668,16.098898242990522,29.49553083677138,870.5543384464004
Rainbow trout,53,17.437853804313978,29.9186204442061,31.014002428335715,1277.8712903192795
Siberian sturgeon,46,18.7394107026345,19.921941614863584,31.10316506357432,1156.8196017089122
Siberian sturgeon,8,18.066614700772522,1.6592019452220657,16.25239651628574,122.04838686803315
Siberian sturgeon,10,17.11991309729144,1.0,17.174441899106892,166.15047979417142
Rainbow trout,35,19.327398080375353,15.603446634990794,27.60758660509878,742.2760977027523
Siberian sturgeon,75,14.648207003697364,46.35480199944699,39.1859763018792,2144.716604773075
Rainbow trout,21,15.530952802145185,4.209831607020481,21.571325535823384,381.567326900529
Rainbow trout,71,17.21913041676525,38.743807360905976,36.58765484511658,1751.597488256893
Siberian sturgeon,23,15.165660579875443,7.402422001938578,21.669457406606753,443.71552775151815
Rainbow trout,33,16.786069578686156,7.573557070765438,26.551622295708498,649.3125728439516
Siberian sturgeon,45,14.74153024897401,33.84796246380443,30.666998452073006,1133.2227572627633
Rainbow trout,49,16.96972289335923,29.397367903012942,31.15299648299704,1126.4525361583262
Rainbow trout,8,17.714976147199895,1.0,17.035941140817094,180.0086537043769
Siberian sturgeon,40,17.1612747077377,18.3301825406309,29.424088724893153,890.1562213738126
Rainbow trout,42,18.60272166585038,25.694966069988205,27.57387516778958,940.9198688003058
Siberian sturgeon,78,18.981616248602187,53.073763284908736,38.18076621535275,2212.1731257823985
Siberian sturgeon,10,12.421020069429353,1.0,13.44672897729295,96.61419400275253
Rainbow trout,34,17.17950220578826,19.39097080774922,27.634322869773367,753.073647597384
Siberian sturgeon,52,17.304652480991347,26.871336983456665,32.729978564080234,1307.2880948822267
Rainbow trout,42,19.15992323857185,21.14645079200735,30.63845508914541,945.6284066872058
Siberian sturgeon,78,17.32205410247385,51.94157345259755,38.660675463451234,2263.120577999091
Rainbow trout,24,18.75063752320748,5.518172720783719,24.682211061352557,480.27180126490634
Siberian sturgeon,65,15.940304559199177,39.316606481685305,36.39249519636785,1720.689882316936
Siberian sturgeon,37,15.332605627085329,15.775872412803954,27.550091588238796,738.3151580742456
Rainbow trout,45,19.301964420271585,22.37865041025744,30.87417228192619,954.3103931967106
Rainbow trout,36,18.026006317182777,21.15773815091074,27.801170091411464,755.6435417115058
Siberian sturgeon,45,17.87579778066572,24.45858028963113,29.968553565898176,973.0423460540152
Rainbow trout,41,14.59889234845853,23.948381373671737,27.55401600140728,909.6641281756874
Siberian sturgeon,43,15.903584862187264,18.407182391088583,30.67343385910208,990.1661943634749
Siberian sturgeon,62,16.72167485937134,33.88535098675284,36.49042120570583,1690.0680738740584
Rainbow trout,43,16.471943037230833,21.112446538834313,30.880640720031263,932.353713216824
Rainbow trout,12,16.98050616648313,11.621945202173519,16.903277682994037,197.39353828332736
Siberian sturgeon,65,16.61785477313358,38.452307734849214,37.20695369832705,1681.99741653568
Siberian sturgeon,63,16.898135361590725,34.529617300422096,34.552522385772335,1640.2283270884825
Rainbow trout,37,18.273237852970258,14.776716987242143,28.312714475273395,794.2573274286489
Rainbow trout,72,18.497878119553285,40.77088090358434,37.872519140930336,1837.808211611867
Siberian sturgeon,30,17.35555744490663,18.100197498068113,24.872034787543864,635.9110555548621
Siberian sturgeon,65,15.045509466407244,37.71102177470689,35.4427946242386,1749.9091627398714
Rainbow trout,58,13.663754507722828,25.91524055689967,33.36486487812251,1361.1414976851463
Siberian sturgeon,8,14.148497085863607,3.125697368531008,16.150042405981946,115.07332223529949
Rainbow trout,20,17.812459309983538,11.137250428540229,21.385396407098895,399.5919304187257
Rainbow trout,14,13.456539494381829,13.716749958528588,18.90554299133809,258.7008690758727
Rainbow trout,21,14.377111251903875,6.784031119157252,20.797803096911014,416.89920873252436
Rainbow trout,72,17.445751035368435,40.53566106342454,36.819215165683495,1736.1067496149758
Rainbow trout,29,16.055565134785937,10.413689251408503,23.015967330515704,604.7863849086615
Rainbow trout,68,15.73081701508191,35.51234905681695,35.878819691020176,1669.969351454748
